,median_income,housing_median_age,total_rooms,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN
171,1.6944,33.0,1096.0,0.0,0.0,0.0,1.0
172,2.7368,23.0,2503.0,0.0,0.0,0.0,0.0
173,4.39,27.0,3789.0,0.0,0.0,0.0,1.0
174,3.2604,30.0,816.0,1.0,0.0,0.0,0.0
175,5.6345,35.0,2560.0,0.0,0.0,0.0,0.0
176,1.6393,22.0,2728.0,0.0,0.0,0.0,0.0
177,1.9704,35.0,2183.0,0.0,0.0,0.0,1.0
178,2.7644,15.0,3780.0,0.0,0.0,0.0,1.0
179,2.6458,10.0,1657.0,1.0,0.0,0.0,0.0
180,3.2216,48.0,1854.0,0.0,0.0,0.0,0.0
181,2.66,29.0,2077.0,0.0,0.0,0.0,0.0
182,1.7038,13.0,1784.0,0.0,0.0,0.0,0.0
183,7.5402,13.0,3651.0,0.0,0.0,0.0,1.0
184,3.7857,39.0,2390.0,0.0,0.0,0.0,0.0
185,2.8,47.0,1325.0,0.0,0.0,0.0,0.0
186,1.9653,41.0,2666.0,0.0,0.0,0.0,0.0
187,3.3629,8.0,2325.0,0.0,0.0,0.0,0.0
188,5.6856,9.0,2254.0,1.0,0.0,0.0,0.0
189,3.0357,28.0,1035.0,0.0,0.0,0.0,0.0
190,5.0391,28.0,1731.0,0.0,0.0,1.0,0.0
191,2.4943,29.0,3436.0,1.0,0.0,0.0,0.0
192,3.0179,28.0,2444.0,0.0,0.0,0.0,0.0
193,2.1447,43.0,1269.0,0.0,0.0,0.0,1.0
194,1.7132,21.0,1551.0,1.0,0.0,0.0,0.0
195,4.2569,23.0,3516.0,0.0,0.0,1.0,0.0
196,6.6756,52.0,3117.0,0.0,0.0,1.0,0.0
197,6.3663,26.0,6777.0,0.0,0.0,0.0,0.0
198,2.1719,42.0,1017.0,1.0,0.0,0.0,0.0
199,2.4141,28.0,3042.0,0.0,0.0,0.0,0.0
200,3.1215,36.0,2013.0,0.0,0.0,0.0,0.0
201,3.226,52.0,2654.0,1.0,0.0,0.0,0.0
202,2.582,28.0,3528.0,0.0,0.0,0.0,0.0
203,3.1667,36.0,931.0,0.0,0.0,0.0,0.0
204,7.0215,6.0,575.0,1.0,0.0,0.0,0.0
205,6.7093,14.0,2073.0,0.0,0.0,0.0,0.0
206,6.4588,35.0,2419.0,0.0,0.0,1.0,0.0
207,2.8214,52.0,1659.0,0.0,0.0,1.0,0.0
208,5.979,19.0,5166.0,0.0,0.0,0.0,0.0
209,4.385,35.0,3941.0,0.0,0.0,0.0,0.0
210,4.2218,48.0,1614.0,0.0,0.0,0.0,0.0
211,3.5,9.0,4934.0,0.0,0.0,0.0,0.0
212,4.7685,5.0,8745.0,0.0,0.0,0.0,0.0
213,3.7847,52.0,2327.0,0.0,0.0,0.0,0.0
214,5.0947,33.0,1358.0,0.0,0.0,0.0,0.0
215,1.5809,36.0,606.0,0.0,0.0,1.0,0.0
216,3.7969,40.0,2725.0,0.0,0.0,0.0,0.0
217,2.8438,21.0,3027.0,1.0,0.0,0.0,0.0
218,2.3906,44.0,2968.0,0.0,0.0,1.0,0.0
219,5.9572,17.0,4576.0,0.0,0.0,1.0,0.0
220,2.3156,51.0,1538.0,1.0,0.0,0.0,0.0
221,3.183,14.0,1665.0,0.0,0.0,0.0,0.0
222,2.227,30.0,1700.0,1.0,0.0,0.0,0.0
223,4.4728,17.0,1692.0,0.0,0.0,0.0,0.0
224,6.9308,18.0,2112.0,0.0,0.0,0.0,0.0
225,4.976,3.0,7985.0,1.0,0.0,0.0,0.0
226,3.6176,24.0,745.0,1.0,0.0,0.0,0.0
227,7.3343,37.0,2839.0,1.0,0.0,0.0,0.0
228,1.2396,28.0,481.0,0.0,0.0,0.0,0.0
229,4.375,25.0,4137.0,0.0,0.0,0.0,0.0
230,2.4196,52.0,1118.0,0.0,0.0,1.0,0.0
231,2.3942,32.0,2723.0,1.0,0.0,0.0,0.0
232,2.5035,20.0,2063.0,0.0,0.0,1.0,0.0
233,2.2264,33.0,2091.0,1.0,0.0,0.0,0.0
234,3.0173,19.0,3330.0,0.0,0.0,0.0,0.0
235,3.3929,31.0,2447.0,1.0,0.0,0.0,0.0
236,3.8073,14.0,1978.0,0.0,0.0,0.0,0.0
237,4.6806,41.0,1501.0,1.0,0.0,0.0,0.0
238,3.7454,30.0,2022.0,0.0,0.0,0.0,0.0
239,4.5469,52.0,2216.0,0.0,0.0,0.0,1.0
240,1.1346,42.0,819.0,0.0,0.0,0.0,0.0
241,4.1958,31.0,4911.0,0.0,0.0,0.0,1.0
242,1.2634,28.0,1440.0,1.0,0.0,0.0,0.0
243,2.8594,45.0,1192.0,0.0,0.0,0.0,0.0
244,1.9375,52.0,281.0,0.0,0.0,0.0,0.0
245,3.2813,48.0,1835.0,0.0,0.0,0.0,0.0
246,2.6218,49.0,2549.0,0.0,0.0,0.0,0.0
247,3.94,32.0,1937.0,1.0,0.0,0.0,0.0
248,2.3611,41.0,4374.0,1.0,0.0,0.0,0.0
249,2.1449,27.0,4834.0,0.0,0.0,0.0,0.0
250,2.0724,42.0,2013.0,0.0,0.0,0.0,1.0
251,6.3974,29.0,3662.0,0.0,0.0,0.0,0.0
252,2.7824,29.0,3946.0,0.0,0.0,0.0,0.0
253,6.0704,26.0,1619.0,0.0,0.0,1.0,0.0
254,1.9044,18.0,1734.0,1.0,0.0,0.0,0.0
255,3.3287,29.0,2584.0,0.0,0.0,0.0,0.0
256,4.2019,25.0,1026.0,0.0,0.0,0.0,0.0
257,3.6563,14.0,1876.0,1.0,0.0,0.0,0.0
258,2.1862,36.0,1825.0,0.0,0.0,0.0,0.0
259,3.66,34.0,1588.0,0.0,0.0,0.0,0.0
260,6.3369,4.0,2320.0,0.0,0.0,0.0,1.0
261,3.0625,12.0,1250.0,0.0,0.0,0.0,0.0
262,3.9224,17.0,4617.0,0.0,0.0,0.0,1.0
263,1.3532,14.0,2374.0,1.0,0.0,0.0,0.0
264,4.5625,34.0,1735.0,0.0,0.0,0.0,0.0
265,3.4345,37.0,2988.0,0.0,0.0,0.0,0.0
266,2.4367,15.0,3927.0,0.0,0.0,0.0,0.0
267,3.5147,28.0,3983.0,0.0,0.0,0.0,1.0
268,2.9605,37.0,1568.0,1.0,0.0,0.0,0.0
269,5.5,17.0,2247.0,0.0,0.0,0.0,0.0
270,3.1724,41.0,1377.0,0.0,0.0,0.0,0.0
271,1.0469,42.0,530.0,1.0,0.0,0.0,0.0
272,3.8672,15.0,2039.0,1.0,0.0,0.0,0.0
273,5.5756,41.0,2067.0,0.0,0.0,0.0,0.0
274,3.851,52.0,2898.0,0.0,0.0,1.0,0.0
275,5.4834,26.0,3204.0,0.0,0.0,1.0,0.0
276,1.6792,43.0,1823.0,0.0,0.0,0.0,1.0
277,7.3841,40.0,422.0,1.0,0.0,0.0,0.0
278,4.0515,26.0,3699.0,0.0,0.0,1.0,0.0
279,3.067,28.0,833.0,0.0,0.0,0.0,0.0
280,3.463,8.0,2870.0,1.0,0.0,0.0,0.0
281,4.8623,18.0,5210.0,1.0,0.0,0.0,0.0
282,3.1576,24.0,2481.0,0.0,0.0,0.0,0.0
283,6.0712,22.0,2614.0,0.0,0.0,0.0,0.0
284,4.25,27.0,2512.0,0.0,0.0,0.0,0.0
285,3.4812,52.0,1311.0,0.0,0.0,0.0,0.0
286,3.587,20.0,2200.0,0.0,0.0,0.0,1.0
287,2.575,40.0,1931.0,0.0,0.0,0.0,0.0
288,4.2011,9.0,3748.0,1.0,0.0,0.0,0.0
289,6.3236,24.0,2983.0,0.0,0.0,0.0,0.0
290,2.9688,42.0,1178.0,1.0,0.0,0.0,0.0
291,1.875,44.0,448.0,0.0,0.0,0.0,0.0
292,9.0055,28.0,2696.0,0.0,0.0,0.0,0.0
293,3.9825,22.0,4935.0,1.0,0.0,0.0,0.0
294,3.7838,36.0,2006.0,0.0,0.0,0.0,1.0
295,3.162,26.0,2339.0,0.0,0.0,0.0,1.0
296,4.793,44.0,2175.0,0.0,0.0,0.0,0.0
297,3.1848,27.0,4006.0,1.0,0.0,0.0,0.0
298,3.6815,43.0,2020.0,0.0,0.0,0.0,0.0
299,3.5161,24.0,1562.0,0.0,0.0,0.0,0.0
300,3.875,36.0,1275.0,1.0,0.0,0.0,0.0
301,2.375,36.0,21.0,0.0,0.0,0.0,0.0
302,1.6829,7.0,2946.0,1.0,0.0,0.0,0.0
303,2.5742,25.0,2474.0,1.0,0.0,0.0,0.0
304,2.5399,26.0,5032.0,1.0,0.0,0.0,0.0
305,4.3409,30.0,3027.0,0.0,0.0,0.0,0.0
306,3.0179,52.0,1096.0,0.0,0.0,0.0,0.0
307,2.3125,18.0,793.0,1.0,0.0,0.0,0.0
308,2.6941,11.0,3606.0,1.0,0.0,0.0,0.0
309,2.3812,21.0,1490.0,0.0,0.0,0.0,0.0
310,5.5718,20.0,3494.0,1.0,0.0,0.0,0.0
311,4.2885,31.0,3089.0,1.0,0.0,0.0,0.0
312,2.9803,26.0,1546.0,1.0,0.0,0.0,0.0
313,3.5221,52.0,2388.0,0.0,0.0,1.0,0.0
314,4.1974,14.0,1357.0,1.0,0.0,0.0,0.0
315,4.0,26.0,1399.0,1.0,0.0,0.0,0.0
316,4.4125,20.0,1314.0,1.0,0.0,0.0,0.0
317,2.1571,13.0,2300.0,1.0,0.0,0.0,0.0
318,6.3835,31.0,1736.0,0.0,0.0,0.0,1.0
319,4.4934,15.0,2892.0,1.0,0.0,0.0,0.0
320,1.2094,21.0,2714.0,0.0,0.0,0.0,0.0
321,5.9175,19.0,2371.0,0.0,0.0,0.0,0.0
322,2.6292,32.0,1640.0,0.0,0.0,0.0,0.0
323,3.8583,52.0,1658.0,0.0,0.0,0.0,1.0
324,4.1429,39.0,1169.0,0.0,0.0,0.0,0.0
325,2.6719,28.0,2280.0,0.0,0.0,1.0,0.0
326,4.3882,52.0,1994.0,0.0,0.0,0.0,0.0
327,3.9336,15.0,3393.0,1.0,0.0,0.0,0.0
328,4.692,35.0,2027.0,0.0,0.0,0.0,0.0
329,3.7904,15.0,2615.0,1.0,0.0,0.0,0.0
330,1.4366,18.0,9601.0,1.0,0.0,0.0,0.0
331,3.5781,35.0,2080.0,1.0,0.0,0.0,0.0
332,3.0718,52.0,2646.0,0.0,0.0,1.0,0.0
333,3.0625,24.0,1016.0,0.0,0.0,0.0,0.0
334,4.0793,52.0,2465.0,0.0,0.0,1.0,0.0
335,3.6852,52.0,1512.0,0.0,0.0,0.0,1.0
336,8.7059,13.0,1610.0,1.0,0.0,0.0,0.0
337,6.0891,5.0,1619.0,0.0,0.0,0.0,0.0
338,3.5573,21.0,3653.0,0.0,0.0,0.0,0.0
339,3.6348,17.0,9044.0,0.0,0.0,0.0,0.0
340,2.2813,15.0,2514.0,1.0,0.0,0.0,0.0
341,2.4145,14.0,7240.0,1.0,0.0,0.0,0.0
342,2.919,19.0,4085.0,1.0,0.0,0.0,0.0
343,4.4259,6.0,3028.0,0.0,0.0,1.0,0.0
344,2.9286,31.0,987.0,0.0,0.0,0.0,1.0
345,3.4609,35.0,2120.0,1.0,0.0,0.0,0.0
346,3.86,23.0,3499.0,0.0,0.0,0.0,0.0
347,1.6033,44.0,1728.0,1.0,0.0,0.0,0.0
348,1.8438,35.0,504.0,0.0,0.0,1.0,0.0
349,3.7396,13.0,8789.0,1.0,0.0,0.0,0.0
350,3.6875,36.0,443.0,0.0,0.0,0.0,0.0
351,3.3942,36.0,446.0,0.0,0.0,0.0,0.0
352,3.8625,41.0,1975.0,0.0,0.0,1.0,0.0
353,2.0508,11.0,1633.0,0.0,0.0,0.0,0.0
354,4.2167,52.0,982.0,0.0,0.0,1.0,0.0
355,1.1707,20.0,2372.0,1.0,0.0,0.0,0.0
356,3.7235,48.0,1091.0,0.0,0.0,0.0,0.0
357,5.0864,16.0,952.0,0.0,0.0,0.0,0.0
358,6.4419,19.0,12128.0,0.0,0.0,0.0,0.0
359,3.7734,36.0,361.0,1.0,0.0,0.0,0.0
360,3.4426,22.0,2144.0,1.0,0.0,0.0,0.0
361,1.8689,25.0,3087.0,1.0,0.0,0.0,0.0
362,4.7647,12.0,5898.0,0.0,0.0,0.0,0.0
363,4.0714,36.0,2668.0,0.0,0.0,0.0,0.0
364,6.0715,24.0,1587.0,1.0,0.0,0.0,0.0
365,4.535,19.0,1795.0,0.0,0.0,0.0,0.0
366,3.4919,44.0,1819.0,0.0,0.0,0.0,1.0
367,3.0769,52.0,1075.0,0.0,0.0,0.0,0.0
368,3.1738,31.0,1923.0,1.0,0.0,0.0,0.0
369,4.0282,16.0,3155.0,1.0,0.0,0.0,0.0
370,4.8787,23.0,4183.0,1.0,0.0,0.0,0.0
371,3.5039,19.0,2150.0,0.0,0.0,0.0,0.0
372,3.125,11.0,1214.0,1.0,0.0,0.0,0.0
373,5.5083,52.0,1758.0,0.0,0.0,1.0,0.0
374,3.1653,44.0,3371.0,0.0,0.0,1.0,0.0
375,4.6111,23.0,3847.0,1.0,0.0,0.0,0.0
376,2.7083,16.0,1210.0,1.0,0.0,0.0,0.0
377,5.1509,42.0,3677.0,1.0,0.0,0.0,0.0
378,1.9495,26.0,2574.0,0.0,0.0,0.0,0.0
379,4.9464,43.0,1834.0,0.0,0.0,0.0,0.0
380,5.3054,36.0,1805.0,0.0,0.0,0.0,0.0
381,3.4333,27.0,3085.0,0.0,0.0,0.0,1.0
382,1.9562,18.0,975.0,0.0,0.0,0.0,1.0
383,3.3622,19.0,4592.0,1.0,0.0,0.0,0.0
384,3.4625,52.0,1590.0,0.0,0.0,0.0,0.0
385,1.641,34.0,2462.0,0.0,0.0,0.0,0.0
386,4.8359,18.0,2505.0,0.0,0.0,0.0,0.0
387,3.1972,8.0,3758.0,1.0,0.0,0.0,0.0
388,5.7579,17.0,4313.0,0.0,0.0,1.0,0.0
389,4.3898,52.0,2381.0,0.0,0.0,1.0,0.0
390,1.4384,5.0,3223.0,0.0,0.0,0.0,1.0
391,2.2344,52.0,1375.0,0.0,0.0,0.0,1.0
392,3.6667,26.0,1151.0,1.0,0.0,0.0,0.0
393,2.125,36.0,984.0,0.0,0.0,0.0,0.0
394,4.4444,16.0,1689.0,0.0,0.0,0.0,0.0
395,2.3339,16.0,2178.0,1.0,0.0,0.0,0.0
396,5.137,16.0,2472.0,0.0,0.0,0.0,0.0
397,4.5625,25.0,1756.0,0.0,0.0,0.0,1.0
398,1.4583,33.0,2109.0,1.0,0.0,0.0,0.0
399,4.072,24.0,2424.0,0.0,0.0,0.0,0.0
400,5.8625,8.0,2683.0,1.0,0.0,0.0,0.0
401,3.1389,14.0,1671.0,0.0,0.0,0.0,0.0
402,2.4012,18.0,8606.0,1.0,0.0,0.0,0.0
403,6.3705,6.0,3023.0,1.0,0.0,0.0,0.0
404,5.24,52.0,2195.0,0.0,0.0,0.0,0.0
405,3.5521,17.0,1787.0,0.0,0.0,0.0,0.0
406,3.6346,22.0,2554.0,0.0,0.0,0.0,0.0
407,4.3281,49.0,1637.0,0.0,0.0,1.0,0.0
408,5.3194,35.0,3702.0,0.0,0.0,0.0,0.0
409,10.2849,26.0,3521.0,0.0,0.0,0.0,0.0
410,1.4524,41.0,3095.0,1.0,0.0,0.0,0.0
411,2.3657,19.0,2611.0,1.0,0.0,0.0,0.0
412,3.9792,34.0,2815.0,1.0,0.0,0.0,0.0
413,3.3214,43.0,1949.0,0.0,0.0,0.0,0.0
414,1.6368,28.0,3072.0,0.0,0.0,1.0,0.0
415,2.9783,19.0,3377.0,1.0,0.0,0.0,0.0
416,5.2998,30.0,3569.0,0.0,0.0,0.0,0.0
417,1.9038,34.0,2470.0,0.0,0.0,0.0,0.0
418,2.0655,37.0,1602.0,0.0,0.0,0.0,0.0
419,0.4999,15.0,661.0,1.0,0.0,0.0,0.0
420,4.4948,36.0,1967.0,0.0,0.0,0.0,0.0
421,5.2533,22.0,6114.0,0.0,0.0,0.0,0.0
422,2.655,36.0,3903.0,1.0,0.0,0.0,0.0
423,4.0583,32.0,1650.0,0.0,0.0,1.0,0.0
424,3.138,45.0,1505.0,0.0,0.0,0.0,0.0
425,5.8596,37.0,3852.0,0.0,0.0,0.0,0.0
426,3.3702,52.0,1968.0,0.0,0.0,1.0,0.0
427,5.5255,40.0,928.0,0.0,0.0,0.0,0.0
428,2.5991,28.0,1605.0,0.0,0.0,0.0,1.0
429,3.4398,35.0,1613.0,1.0,0.0,0.0,0.0
430,3.05,17.0,3769.0,1.0,0.0,0.0,0.0
431,3.55,17.0,1280.0,1.0,0.0,0.0,0.0
432,2.3409,38.0,1241.0,0.0,0.0,0.0,0.0
433,3.1793,15.0,5923.0,0.0,0.0,0.0,0.0
434,4.0911,19.0,3203.0,0.0,0.0,0.0,0.0
435,2.0341,32.0,563.0,0.0,0.0,0.0,0.0
436,4.0945,13.0,2815.0,1.0,0.0,0.0,0.0
437,4.67,8.0,6146.0,1.0,0.0,0.0,0.0
